valuation_id,position_id,instrument_id,valuation_date,value_usd,method,valuation_level,source,confidence_score,recorded_at
VAL-00523,POS-0034,,2025-02-28,1932030.95,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00524,POS-0034,,2025-03-31,1964231.46,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00525,POS-0034,,2025-04-30,1865824.28,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00526,POS-0034,,2025-05-31,1952795.77,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00527,POS-0034,,2025-06-30,1848971.67,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00528,POS-0034,,2025-07-31,2073472.47,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00529,POS-0034,,2025-08-31,1986200.04,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00530,POS-0034,,2025-09-30,2076782.80,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00531,POS-0034,,2025-10-31,2169171.20,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00532,POS-0034,,2025-11-30,2014187.40,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00533,POS-0034,,2025-12-31,2043378.53,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00534,POS-0034,,2026-01-31,2222136.53,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00535,POS-0034,,2026-02-28,2275101.86,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00536,POS-0034,,2026-03-31,2218826.20,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00537,POS-0035,,2024-04-30,1280860.98,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00538,POS-0035,,2024-05-31,1319809.61,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00539,POS-0035,,2024-06-30,1454430.71,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00540,POS-0035,,2024-07-31,1399275.27,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00541,POS-0035,,2024-08-31,1369214.25,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00542,POS-0035,,2024-09-30,1452078.11,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00543,POS-0035,,2024-10-31,1522394.76,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00544,POS-0035,,2024-11-30,1519780.76,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00545,POS-0035,,2024-12-31,1500959.95,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00546,POS-0035,,2025-01-31,1619374.24,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00547,POS-0035,,2025-02-28,1552717.19,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00548,POS-0035,,2025-03-31,1626432.04,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00549,POS-0035,,2025-04-30,1636888.05,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00550,POS-0035,,2025-05-31,1597416.62,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00551,POS-0035,,2025-06-30,1706420.51,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00552,POS-0035,,2025-07-31,1784056.36,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00553,POS-0035,,2025-08-31,1707988.91,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00554,POS-0035,,2025-09-30,1716353.71,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00555,POS-0035,,2025-10-31,1866397.43,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00556,POS-0035,,2025-11-30,1893844.45,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00557,POS-0035,,2025-12-31,1866397.43,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00558,POS-0035,,2026-01-31,1837382.01,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00559,POS-0035,,2026-02-28,1825619.00,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00560,POS-0035,,2026-03-31,1850974.82,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00561,POS-0036,,2024-04-30,6614035.56,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00562,POS-0036,,2024-05-31,6610027.05,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00563,POS-0036,,2024-06-30,7364962.43,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00564,POS-0036,,2024-07-31,7364962.43,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00565,POS-0036,,2024-08-31,7287464.64,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00566,POS-0036,,2024-09-30,7642885.54,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00567,POS-0036,,2024-10-31,7856672.54,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00568,POS-0036,,2024-11-30,7540000.54,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00569,POS-0036,,2024-12-31,8292263.57,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00570,POS-0036,,2025-01-31,7646894.04,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00571,POS-0036,,2025-02-28,8498033.57,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00572,POS-0036,,2025-03-31,7824604.49,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00573,POS-0036,,2025-04-30,8781301.35,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00574,POS-0036,,2025-05-31,8502042.07,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00575,POS-0036,,2025-06-30,8636995.12,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00576,POS-0036,,2025-07-31,8598246.23,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00577,POS-0036,,2025-08-31,8465965.52,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00578,POS-0036,,2025-09-30,8773284.34,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00579,POS-0036,,2025-10-31,8722509.93,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00580,POS-0036,,2025-11-30,9127369.07,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00581,POS-0036,,2025-12-31,9259649.78,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00582,POS-0036,,2026-01-31,9771402.43,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00583,POS-0036,,2026-02-28,9812823.67,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00584,POS-0036,,2026-03-31,10436814.50,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00585,POS-0037,,2024-04-30,2695192.76,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00586,POS-0037,,2024-05-31,2855857.65,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00587,POS-0037,,2024-06-30,2666932.49,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00588,POS-0037,,2024-07-31,2967852.07,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00589,POS-0037,,2024-08-31,2882547.91,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00590,POS-0037,,2024-09-30,3051062.87,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00591,POS-0037,,2024-10-31,2872081.14,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00592,POS-0037,,2024-11-30,3191840.90,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00593,POS-0037,,2024-12-31,3096069.97,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00594,POS-0037,,2025-01-31,3149450.49,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00595,POS-0037,,2025-02-28,3328432.22,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00596,POS-0037,,2025-03-31,3192364.24,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00597,POS-0037,,2025-04-30,3471826.95,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00598,POS-0037,,2025-05-31,3198120.96,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00599,POS-0037,,2025-06-30,3483340.39,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00600,POS-0037,,2025-07-31,3469733.59,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00601,POS-0037,,2025-08-31,3454033.44,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00602,POS-0037,,2025-09-30,3611558.30,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00603,POS-0037,,2025-10-31,3487527.10,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00604,POS-0037,,2025-11-30,3791586.71,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00605,POS-0037,,2025-12-31,3553467.74,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00606,POS-0037,,2026-01-31,3604231.56,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00607,POS-0037,,2026-02-28,3730356.12,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00608,POS-0037,,2026-03-31,3934981.43,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00609,POS-0038,,2024-04-30,7282100.43,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00610,POS-0038,,2024-05-31,7727853.24,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00611,POS-0038,,2024-06-30,7496885.61,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00612,POS-0038,,2024-07-31,7641056.49,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00613,POS-0038,,2024-08-31,8182432.85,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00614,POS-0038,,2024-09-30,8576696.06,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00615,POS-0038,,2024-10-31,7991185.76,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00616,POS-0038,,2024-11-30,8553157.96,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00617,POS-0038,,2024-12-31,8703213.36,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00618,POS-0038,,2025-01-31,9287252.53,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00619,POS-0038,,2025-02-28,9179859.94,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00620,POS-0038,,2025-03-31,9063640.56,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00621,POS-0038,,2025-04-30,8847384.24,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00622,POS-0038,,2025-05-31,9175446.54,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00623,POS-0038,,2025-06-30,9697698.19,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00624,POS-0038,,2025-07-31,9371107.02,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00625,POS-0038,,2025-08-31,9321088.55,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00626,POS-0038,,2025-09-30,10250843.60,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00627,POS-0038,,2025-10-31,9803619.65,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00628,POS-0038,,2025-11-30,10861363.13,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00629,POS-0038,,2025-12-31,10194940.60,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00630,POS-0038,,2026-01-31,10236132.28,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00631,POS-0038,,2026-02-28,10168460.24,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00632,POS-0038,,2026-03-31,11168829.59,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00633,POS-0039,,2024-04-30,2127736.92,observable_price,level_2,pricing_feed,,2024-05-10
VAL-00634,POS-0039,,2024-05-31,2170291.66,observable_price,level_2,pricing_feed,,2024-06-10
VAL-00635,POS-0039,,2024-06-30,2083942.72,observable_price,level_2,pricing_feed,,2024-07-10
VAL-00636,POS-0039,,2024-07-31,2145915.64,observable_price,level_2,pricing_feed,,2024-08-10
VAL-00637,POS-0039,,2024-08-31,2231025.12,observable_price,level_2,pricing_feed,,2024-09-10
VAL-00638,POS-0039,,2024-09-30,2249617.00,observable_price,level_2,pricing_feed,,2024-10-10
VAL-00639,POS-0039,,2024-10-31,2313655.68,observable_price,level_2,pricing_feed,,2024-11-10
VAL-00640,POS-0039,,2024-11-30,2449169.80,observable_price,level_2,pricing_feed,,2024-12-10
VAL-00641,POS-0039,,2024-12-31,2372323.38,observable_price,level_2,pricing_feed,,2025-01-10
VAL-00642,POS-0039,,2025-01-31,2364473.47,observable_price,level_2,pricing_feed,,2025-02-10
VAL-00643,POS-0039,,2025-02-28,2478916.80,observable_price,level_2,pricing_feed,,2025-03-10
VAL-00644,POS-0039,,2025-03-31,2621041.36,observable_price,level_2,pricing_feed,,2025-04-10
VAL-00645,POS-0039,,2025-04-30,2664009.25,observable_price,level_2,pricing_feed,,2025-05-10
VAL-00646,POS-0039,,2025-05-31,2602862.64,observable_price,level_2,pricing_feed,,2025-06-10
VAL-00647,POS-0039,,2025-06-30,2564852.58,observable_price,level_2,pricing_feed,,2025-07-10
VAL-00648,POS-0039,,2025-07-31,2712348.13,observable_price,level_2,pricing_feed,,2025-08-10
VAL-00649,POS-0039,,2025-08-31,2808612.73,observable_price,level_2,pricing_feed,,2025-09-10
VAL-00650,POS-0039,,2025-09-30,2851167.47,observable_price,level_2,pricing_feed,,2025-10-10
VAL-00651,POS-0039,,2025-10-31,2893722.21,observable_price,level_2,pricing_feed,,2025-11-10
VAL-00652,POS-0039,,2025-11-30,2850754.32,observable_price,level_2,pricing_feed,,2025-12-10
VAL-00653,POS-0039,,2025-12-31,3065593.78,observable_price,level_2,pricing_feed,,2026-01-10
VAL-00654,POS-0039,,2026-01-31,3109387.97,observable_price,level_2,pricing_feed,,2026-02-10
VAL-00655,POS-0039,,2026-02-28,2855712.15,observable_price,level_2,pricing_feed,,2026-03-10
VAL-00656,POS-0039,,2026-03-31,3227136.52,observable_price,level_2,pricing_feed,,2026-04-10
VAL-00657,POS-0040,,2024-04-30,7694581.65,observable_price,level_2,pricing_feed,,2024-05-10
VAL-00658,POS-0040,,2024-05-31,7698978.55,observable_price,level_2,pricing_feed,,2024-06-10
VAL-00659,POS-0040,,2024-06-30,7849938.92,observable_price,level_2,pricing_feed,,2024-07-10
VAL-00660,POS-0040,,2024-07-31,7923220.65,observable_price,level_2,pricing_feed,,2024-08-10
VAL-00661,POS-0040,,2024-08-31,7676994.03,observable_price,level_2,pricing_feed,,2024-09-10
VAL-00662,POS-0040,,2024-09-30,8625259.62,observable_price,level_2,pricing_feed,,2024-10-10
VAL-00663,POS-0040,,2024-10-31,8371704.84,observable_price,level_2,pricing_feed,,2024-11-10
VAL-00664,POS-0040,,2024-11-30,8688281.91,observable_price,level_2,pricing_feed,,2024-12-10
VAL-00665,POS-0040,,2024-12-31,8330667.07,observable_price,level_2,pricing_feed,,2025-01-10
VAL-00666,POS-0040,,2025-01-31,8387826.82,observable_price,level_2,pricing_feed,,2025-02-10
VAL-00667,POS-0040,,2025-02-28,8969683.75,observable_price,level_2,pricing_feed,,2025-03-10
VAL-00668,POS-0040,,2025-03-31,8672159.93,observable_price,level_2,pricing_feed,,2025-04-10
VAL-00669,POS-0040,,2025-04-30,8996065.17,observable_price,level_2,pricing_feed,,2025-05-10
VAL-00670,POS-0040,,2025-05-31,9418167.94,observable_price,level_2,pricing_feed,,2025-06-10
VAL-00671,POS-0040,,2025-06-30,9192460.21,observable_price,level_2,pricing_feed,,2025-07-10
VAL-00672,POS-0040,,2025-07-31,9621891.15,observable_price,level_2,pricing_feed,,2025-08-10
VAL-00673,POS-0040,,2025-08-31,9479724.59,observable_price,level_2,pricing_feed,,2025-09-10
VAL-00674,POS-0040,,2025-09-30,10507134.45,observable_price,level_2,pricing_feed,,2025-10-10
VAL-00675,POS-0040,,2025-10-31,10065978.43,observable_price,level_2,pricing_feed,,2025-11-10
VAL-00676,POS-0040,,2025-11-30,10315136.31,observable_price,level_2,pricing_feed,,2025-12-10
VAL-00677,POS-0040,,2025-12-31,10567225.47,observable_price,level_2,pricing_feed,,2026-01-10
VAL-00678,POS-0040,,2026-01-31,10614125.77,observable_price,level_2,pricing_feed,,2026-02-10
VAL-00679,POS-0040,,2026-02-28,10658094.81,observable_price,level_2,pricing_feed,,2026-03-10
VAL-00680,POS-0040,,2026-03-31,10485149.93,observable_price,level_2,pricing_feed,,2026-04-10
VAL-00681,POS-0041,,2024-04-30,3440976.66,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00682,POS-0041,,2024-05-31,3438891.22,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00683,POS-0041,,2024-06-30,3578615.73,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00684,POS-0041,,2024-07-31,3573749.70,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00685,POS-0041,,2024-08-31,3678716.87,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00686,POS-0041,,2024-09-30,3861540.47,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00687,POS-0041,,2024-10-31,3892822.08,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00688,POS-0041,,2024-11-30,3922713.39,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00689,POS-0041,,2024-12-31,4152806.98,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00690,POS-0041,,2025-01-31,3978325.14,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00691,POS-0041,,2025-02-28,4254298.42,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00692,POS-0041,,2025-03-31,4113183.62,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00693,POS-0041,,2025-04-30,4482306.57,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00694,POS-0041,,2025-05-31,4423219.09,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00695,POS-0041,,2025-06-30,4270981.94,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00696,POS-0041,,2025-07-31,4744376.91,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00697,POS-0041,,2025-08-31,4817367.32,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00698,POS-0041,,2025-09-30,4983507.41,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00699,POS-0041,,2025-10-31,5057888.12,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00700,POS-0041,,2025-11-30,4988373.44,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00701,POS-0041,,2025-12-31,5109328.98,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00702,POS-0041,,2026-01-31,5182319.39,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00703,POS-0041,,2026-02-28,5055107.53,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00704,POS-0041,,2026-03-31,5023825.92,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00705,POS-0042,,2024-04-30,4157276.15,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00706,POS-0042,,2024-05-31,4114468.55,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00707,POS-0042,,2024-06-30,4280759.60,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00708,POS-0042,,2024-07-31,4406712.72,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00709,POS-0042,,2024-08-31,4267588.03,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00710,POS-0042,,2024-09-30,4482449.24,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00711,POS-0042,,2024-10-31,4748350.26,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00712,POS-0042,,2024-11-30,4880065.94,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00713,POS-0042,,2024-12-31,4965681.14,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00714,POS-0042,,2025-01-31,4808445.54,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00715,POS-0042,,2025-02-28,5235698.28,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00716,POS-0042,,2025-03-31,5322959.92,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00717,POS-0042,,2025-04-30,5257102.08,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00718,POS-0042,,2025-05-31,5393757.10,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00719,POS-0042,,2025-06-30,5584744.83,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00720,POS-0042,,2025-07-31,5404459.00,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00721,POS-0042,,2025-08-31,5270273.65,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00722,POS-0042,,2025-09-30,5350126.28,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00723,POS-0042,,2025-10-31,5709874.73,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00724,POS-0042,,2025-11-30,5907448.25,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00725,POS-0042,,2025-12-31,5820186.61,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00726,POS-0042,,2026-01-31,5903332.13,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00727,POS-0042,,2026-02-28,5867933.54,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00728,POS-0042,,2026-03-31,5889337.34,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00729,POS-0043,,2024-04-30,3864114.54,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00730,POS-0043,,2024-05-31,3981208.92,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00731,POS-0043,,2024-06-30,4059271.84,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00732,POS-0043,,2024-07-31,4302828.15,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00733,POS-0043,,2024-08-31,4426167.56,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00734,POS-0043,,2024-09-30,4336395.21,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00735,POS-0043,,2024-10-31,4633814.93,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00736,POS-0043,,2024-11-30,4672065.76,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00737,POS-0043,,2024-12-31,4437096.37,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00738,POS-0043,,2025-01-31,4743883.65,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00739,POS-0043,,2025-02-28,4964801.71,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00740,POS-0043,,2025-03-31,4618982.98,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00741,POS-0043,,2025-04-30,4839901.04,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00742,POS-0043,,2025-05-31,4868784.32,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00743,POS-0043,,2025-06-30,5145907.69,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00744,POS-0043,,2025-07-31,5175571.60,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00745,POS-0043,,2025-08-31,5306717.30,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00746,POS-0043,,2025-09-30,5387122.11,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00747,POS-0043,,2025-10-31,5467526.92,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00748,POS-0043,,2025-11-30,5170887.82,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00749,POS-0043,,2025-12-31,5519048.44,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00750,POS-0043,,2026-01-31,5431617.97,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00751,POS-0043,,2026-02-28,5789146.15,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00752,POS-0043,,2026-03-31,5983522.82,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00753,POS-0044,,2024-04-30,3123968.40,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00754,POS-0044,,2024-05-31,3066204.46,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00755,POS-0044,,2024-06-30,3126326.11,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00756,POS-0044,,2024-07-31,3217687.45,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00757,POS-0044,,2024-08-31,3055594.75,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00758,POS-0044,,2024-09-30,3468783.78,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00759,POS-0044,,2024-10-31,3399820.70,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00760,POS-0044,,2024-11-30,3393337.00,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00761,POS-0044,,2024-12-31,3623803.34,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00762,POS-0044,,2025-01-31,3547177.70,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00763,POS-0044,,2025-02-28,3430470.96,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00764,POS-0044,,2025-03-31,3811241.45,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00765,POS-0044,,2025-04-30,3690998.14,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00766,POS-0044,,2025-05-31,3564860.54,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00767,POS-0044,,2025-06-30,3772339.20,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00768,POS-0044,,2025-07-31,4099471.74,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00769,POS-0044,,2025-08-31,3851322.55,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00770,POS-0044,,2025-09-30,3949167.60,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00771,POS-0044,,2025-10-31,4168434.82,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00772,POS-0044,,2025-11-30,4351746.92,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00773,POS-0044,,2025-12-31,4332295.80,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00774,POS-0044,,2026-01-31,4059390.64,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00775,POS-0044,,2026-02-28,4498514.50,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00776,POS-0044,,2026-03-31,4517965.62,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00777,POS-0045,,2024-04-30,4620496.98,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00778,POS-0045,,2024-05-31,4943931.77,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00779,POS-0045,,2024-06-30,4522651.16,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00780,POS-0045,,2024-07-31,4801692.94,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00781,POS-0045,,2024-08-31,4745522.19,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00782,POS-0045,,2024-09-30,4833402.23,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00783,POS-0045,,2024-10-31,4972017.14,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00784,POS-0045,,2024-11-30,5319007.41,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00785,POS-0045,,2024-12-31,5569963.81,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00786,POS-0045,,2025-01-31,5238375.20,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00787,POS-0045,,2025-02-28,5762031.53,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00788,POS-0045,,2025-03-31,5747535.85,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00789,POS-0045,,2025-04-30,5617074.76,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00790,POS-0045,,2025-05-31,6107209.83,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00791,POS-0045,,2025-06-30,6204149.67,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00792,POS-0045,,2025-07-31,6124423.45,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00793,POS-0045,,2025-08-31,5859877.35,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00794,POS-0045,,2025-09-30,5887962.72,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00795,POS-0045,,2025-10-31,6407089.15,observable_price,level_1,pricing_feed,,2025-11-10
